toi,st_pmra,st_pmraerr1,st_pmraerr2,st_pmdec,st_pmdecerr1,st_pmdecerr2,pl_tranmid,pl_orbper,pl_trandurh,pl_trandurherr1,pl_trandurherr2,pl_trandep,pl_trandeperr1,pl_trandeperr2,pl_rade,pl_insol,pl_eqt,st_tmag,st_tmagerr1,st_tmagerr2,st_dist,st_disterr1,st_disterr2,st_teff,st_tefferr1,st_tefferr2,st_logg,st_rad,disposition_category
745,5.307,0.103,-0.103,3.776,0.087,-0.087,2458739.599,1.67346,2.54,0.181,-0.181,390.0,0.354149,-0.354149,5.10182,19786.3,3304.0,8.63701,0.006,-0.006,356.681,5.825,-5.825,10445.0,124.0,-124.0,4.09,2.45,FALSE_POSITIVE
746,-1.535,0.075,-0.075,-1.911,0.075,-0.075,2458768.728,2.89453,3.327,0.746,-0.746,550.0,2.32422,-2.32422,6.20845,9411.16,2743.0,10.5682,0.013,-0.013,909.511,44.8145,-44.8145,9714.0,228.9,-228.9,3.98,2.68,FALSE_POSITIVE
747,-2.866,0.082,-0.082,0.484,0.075,-0.075,2459961.599,3.0043128,0.714,0.221,-0.221,6000.0,1800.08,-1800.08,12.1874,61.8402,781.0,12.1953,0.007,-0.007,502.17,10.247,-10.247,6405.0,122.9,-122.9,4.41,1.17,FALSE_POSITIVE
748,3.888,0.053,-0.053,-8.107,0.049,-0.049,2458654.615,2.45457,2.39,0.054,-0.054,19250.0,3.89327,-3.89327,14.183,508.468,1322.0,11.3819,0.006,-0.006,236.705,1.919,-1.919,5565.0,124.9,-124.9,4.45,0.97,CONFIRMED
749,-35.371,3.695,-3.695,-31.725,3.695,-3.695,2458355.732,7.8728937,3.7599578,0.0309502,-0.0309502,14639.41553,94.65733,-94.65733,15.0953,166.5367856,916.2147815,11.2794,0.006,-0.006,169.272,2.5675,-2.5675,5070.0,131.1,-131.1,4.47933,1.26,CONFIRMED
750,6.187,0.04,-0.04,1.159,0.04,-0.04,2459422.51,3.3119026,1.181072,0.1449134,-0.1449134,7620.749384,767.54266,-767.54266,10.9625327,487.2033805,1198.249683,13.692,0.007,-0.007,698.646,9.9845,-9.9845,5355.0,122.0,-122.0,4.33005,1.09206,CONFIRMED
751,-13.184,0.055,-0.055,-3.821,0.072,-0.072,2459228.937,5.6107737,6.3384834,0.1310371,-0.1310371,6651.689917,167.96667,-167.96667,18.3701736,1486.857896,1583.751778,11.3299,0.007,-0.007,627.066,13.859,-13.859,6013.5,210.8,-210.8,4.17,2.21327,CONFIRMED
752,-7.001,0.067,-0.067,-30.304,0.037,-0.037,2458492.5,2.774207,2.393565,0.531679,-0.531679,693.389889,66.471954,-66.471954,2.582442,444.231028,1170.905839,10.4215,0.006,-0.006,267.292,2.665,-2.665,5280.0,183.0,-183.0,4.44454,0.945062,FALSE_POSITIVE
753,26.975,0.03,-0.03,-34.83,0.037,-0.037,2459222.681,3.7684981,2.727,0.075,-0.075,19800.0,2.41749,-2.41749,12.5471,210.575,1061.0,12.3352,0.006,-0.006,288.326,2.022,-2.022,5160.0,127.22,-127.22,4.49546,0.87,CONFIRMED
754,-12.661,0.095,-0.095,12.065,0.118,-0.118,2459356.388,6.1253092,1.992,0.025,-0.025,39400.0,8.26705,-8.26705,22.9909,60.67,777.0,10.8732,0.006,-0.006,164.458,1.516,-1.516,5008.3,61.9,-61.9,4.34,1.05,FALSE_POSITIVE
755,-8.838,0.033,-0.033,8.771,0.032,-0.032,2459203.396,1.6751568,2.2718194,0.1026523,-0.1026523,17781.052,533.70654,-533.70654,13.2366563,1000.567857,1434.436694,13.9819,0.006,-0.006,743.972,10.74,-10.74,5457.0,122.0,-122.0,4.44807,0.963518,CONFIRMED
756,-4.295,0.045,-0.045,6.098,0.042,-0.042,2459963.592,3.3004862,2.959105,0.1759465,-0.1759465,2403.570604,197.4491,-197.4491,8.5365984,1351.196291,1546.319956,11.3002,0.006,-0.006,398.13,3.989,-3.989,6408.0,95.4,-95.4,4.26,1.30784,FALSE_POSITIVE
757,-3.042,0.075,-0.075,-5.045,0.064,-0.064,2459574.316,3.5524144,2.784,0.174,-0.174,2060.0,0.747837,-0.747837,8.52936,1015.53,1572.0,11.5829,0.007,-0.007,705.803,23.6795,-23.6795,6843.0,152.0,-152.0,4.34,1.82,CONFIRMED
758,-25.681,2.234,-2.234,3.513,2.234,-2.234,2459003.792,7.2087245,3.506,0.272,-0.272,4690.0,3.25444,-3.25444,9.49438,110.913,904.0,13.109,0.018,-0.018,431.258,2.5675,-2.5675,5144.9,1191.6,-1191.6,4.34,1.24,FALSE_POSITIVE
759,-11.176,0.05,-0.05,-3.928,0.047,-0.047,2459446.29,1.3797091,2.352,0.106,-0.106,1320.0,462.85,-462.85,22.2329,28702.5,3626.0,10.6168,0.006,-0.006,543.011,7.554,-7.554,5924.0,302.8,-302.8,3.68,2.67,FALSE_POSITIVE
760,1.128,0.044,-0.044,11.563,0.047,-0.047,2458339.723,18.0157,2.524,0.403,-0.403,610.0,1.66317,-1.66317,21.644,7.64364,463.0,10.0814,0.006,-0.006,692.266,12.113,-12.113,4709.0,122.0,-122.0,4.34,7.61,FALSE_POSITIVE
761,-12.978,0.039,-0.039,22.818,0.053,-0.053,2459229.708,2.5950747,0.7921274,0.2731439,-0.2731439,665.2502774,45.128178,-45.128178,5.9382555,5582.81004,2204.616037,8.783341,0.006,-0.006,233.697,1.524,-1.524,6852.0,125.0,-125.0,3.91,2.24201,FALSE_POSITIVE
762,-24.529,0.037,-0.037,34.809,0.041,-0.041,2459391.064,1.306188,1.4177746,0.0074706,-0.0074706,24746.27944,145.69313,-145.69313,16.758883,1025.50219,1443.289405,11.7213,0.006,-0.006,231.337,1.2955,-1.2955,5489.0,139.399,-139.399,4.59342,0.820181,CONFIRMED
763,-24.166,0.048,-0.048,0.929,0.034,-0.034,2459296.223,5.4161129,3.385,0.092,-0.092,14310.0,4.59249,-4.59249,13.3752,232.397,1087.0,13.2958,0.007,-0.007,642.884,13.6555,-13.6555,5652.0,122.0,-122.0,4.36,1.1,CONFIRMED
764,12.325,0.044,-0.044,-9.1,0.045,-0.045,2459877.368,5.2651271,2.463,0.261,-0.261,3450.0,166.451,-166.451,11.2446,2619.14,1993.0,9.25068,0.006,-0.006,275.493,2.3225,-2.3225,8728.0,161.6,-161.6,4.32,1.7,FALSE_POSITIVE
765,-2.492,0.138,-0.138,-189.117,0.117,-0.117,2458468.496,1.665878,4.956738,0.144742,-0.144742,85643.9861,2600.0479,-2600.0479,6.98229,10.9121139,463.5504123,14.1396,0.008,-0.008,63.0507,0.44045,-0.44045,3021.0,97.0,-97.0,5.10725,0.172,FALSE_POSITIVE
766,23.236,0.157,-0.157,-57.557,0.152,-0.152,2460175.035,3.3088922,6.114,0.702,-0.702,4736.0,2265.47,-2265.47,24.9862,17074.7,3184.0,7.87598,0.011,-0.011,161.498,2.4235,-2.4235,6188.0,194.0,-194.0,4.27166,2.62,CONFIRMED
767,64.887,0.042,-0.042,138.082,0.045,-0.045,2460558.35,5.7484439,1.76,0.292,-0.292,1041.0,31.9505,-31.9505,2.35215,75.272,820.0,9.9469,0.006,-0.006,58.5946,0.0779,-0.0779,4534.0,127.6,-127.6,4.61,0.69,CONFIRMED
768,-3.714,0.083,-0.083,-6.321,0.076,-0.076,2459226.722,0.7951534,0.912,0.128,-0.128,1920.0,3.33354,-3.33354,9.70612,2195.21,1906.0,10.9539,0.006,-0.006,523.867,18.6435,-18.6435,6811.0,152.1,-152.1,4.02,1.96,FALSE_POSITIVE
769,0.79,0.026,-0.026,11.877,0.041,-0.041,2459227.309,1.962292,2.935,0.061,-0.061,20910.0,1.07258,-1.07258,17.4523,2085.59,1882.0,12.0753,0.006,-0.006,494.818,6.562,-6.562,6384.0,128.7,-128.7,4.41,1.16,CONFIRMED
770,-5.343,0.084,-0.084,-21.97,0.065,-0.065,2459451.521,4.5195089,3.1628648,0.0439509,-0.0439509,17738.86254,178.27176,-178.27176,14.3049176,382.449189,1127.880753,12.3553,0.008,-0.008,437.495,7.8265,-7.8265,5887.0,126.911,-126.911,4.44001,1.0321,CONFIRMED
771,-48.024,0.047,-0.047,81.928,0.051,-0.051,2459740.304,5.9041278,2.7678313,0.2496069,-0.2496069,773.9266468,31.268017,-31.268017,2.4489454,129.0410781,859.6105665,11.1802,0.006,-0.006,169.422,0.671,-0.671,5141.0,122.049,-122.049,4.49143,0.876154,CONFIRMED
772,6.736,0.094,-0.094,-12.125,0.049,-0.049,2458493.165,3.1220166,3.5718864,0.031118,-0.031118,6304.917026,40.38993,-40.38993,14.3229397,2108.436159,1728.263124,11.3155,0.006,-0.006,515.458,16.1965,-16.1965,6280.0,131.1,-131.1,4.08133,1.72958,CONFIRMED
773,24.873,0.084,-0.084,-9.773,0.06,-0.06,2459137.831,3.9080236,3.292,0.265,-0.265,8100.0,1.78321,-1.78321,15.1385,744.132,1455.0,10.2676,0.007,-0.007,286.484,3.6485,-3.6485,6143.0,131.4,-131.4,4.08,1.63,CONFIRMED
774,-3.195,0.177,-0.177,-6.194,0.215,-0.215,2459446.147,2.3664127,2.591,0.26,-0.26,300.0,0.721264,-0.721264,9.49438,528.6493516,1275.5980574999999,9.577,1.0,-1.0,2320.13,719.26,-719.26,5833.0,131.1,-131.1,4.34,1.24,FALSE_POSITIVE
775,-23.741,0.024,-0.024,-21.274,0.031,-0.031,2459632.943,1.540776,1.705,0.026,-0.026,27310.0,1.09942,-1.09942,13.3674,210.669,1061.0,12.9178,0.006,-0.006,213.771,0.837,-0.837,4234.0,120.1,-120.1,4.49,0.77,CONFIRMED
776,29.109,0.043,-0.043,-571.47,0.049,-0.049,2459396.41,7.4463034,2.0033138,0.1589097,-0.1589097,4045.724179,128.28719,-128.28719,2.4048644,5.6286114,392.8439471,11.2695,0.007,-0.007,30.0346,0.0233,-0.0233,3353.0,157.0,-157.0,4.84911,0.375859,CONFIRMED
777,-38.957,0.046,-0.046,49.002,0.045,-0.045,2459984.553,1.9785151,1.282,0.217,-0.217,500.0,42.4296,-42.4296,2.69714,514.024,1326.0,10.0879,0.006,-0.006,204.166,0.984,-0.984,6317.0,127.5,-127.5,4.35,1.23,FALSE_POSITIVE
778,-76.902,0.073,-0.073,-84.817,0.055,-0.055,2460046.212,12.2772444,3.8398889,0.2858788,-0.2858788,869.4629182,44.49966,-44.49966,2.8635085,64.3195695,722.2799042,9.5275,0.006,-0.006,95.1274,0.45155,-0.45155,5767.0,189.0,-189.0,4.34736,0.906761,CONFIRMED
779,-51.664,0.044,-0.044,-110.627,0.062,-0.062,2458385.724,4.040413,3.5274466,0.2239146,-0.2239146,143.394396,12.183512,-12.183512,1.5473747,587.586178,1255.705054,7.757,0.006,-0.006,62.7792,0.11585,-0.11585,6101.0,193.0,-193.0,4.38774,1.11672,CONFIRMED
780,2.16,0.052,-0.052,-6.358,0.052,-0.052,2459800.057,3.8555897,3.2379644,0.374469,-0.374469,16813.92374,1257.0226,-1257.0226,13.9654622,456.1749634,1178.698175,14.8018,0.008,-0.008,1257.16,48.67,-48.67,5741.0,124.0,-124.0,4.40631,1.05268,CONFIRMED
781,-48.143,0.104,-0.104,0.059,0.059,-0.059,2458494.909,31.7180208,2.3326321,0.838543,-0.838543,292.8649645,39.129612,-39.129612,2.2998049,55.617465,696.5022874,8.4642,0.006,-0.006,106.289,0.672,-0.672,6352.33,149.652,-149.652,4.30502,1.30883,CONFIRMED
782,-3.182,0.069,-0.069,-18.668,0.074,-0.074,2459791.236,2.8465928,2.664,0.459,-0.459,2110.0,166.756,-166.756,8.8779,536.42,1340.0,11.8512,0.006,-0.006,487.216,9.4445,-9.4445,5308.0,134.1,-134.1,3.82,1.94,FALSE_POSITIVE
783,120.399,0.043,-0.043,-91.425,0.043,-0.043,2458654.532,5.538329,2.2263888,0.4187151,-0.4187151,1407.111865,130.05675,-130.05675,2.2721409,27.6818339,585.0169701,11.0318,0.007,-0.007,61.5204,0.1022,-0.1022,3883.0,157.0,-157.0,4.65275,0.598175,CONFIRMED
784,-61.39,2.0,-2.0,2.78,2.0,-2.0,2458689.116,15.196,1.792,0.678,-0.678,1970.0,111.34,-111.34,4.96345,528.6493516,1275.5980574999999,10.3874,0.006,-0.006,209.618,2.5675,-2.5675,5807.0,131.1,-131.1,4.34,1.14,FALSE_POSITIVE
785,-24.635,0.104,-0.104,-8.286,0.098,-0.098,2458543.869,3.0876297,2.2386246,0.1153027,-0.1153027,40411.81425,1363.5623,-1363.5623,13.9011294,95.8571812,798.0423026,14.9181,0.008,-0.008,436.176,10.655,-10.655,4105.0,171.0,-171.0,4.438,0.69386,CONFIRMED
786,-2.631,0.033,-0.033,6.42,0.033,-0.033,2459413.719,30.3599812,6.0823745,0.2569184,-0.2569184,19347.59906,621.8815,-621.8815,11.2141216,9.8942349,452.3403225,13.7589,0.006,-0.006,436.257,3.177,-3.177,4815.0,122.0,-122.0,4.5293,0.795118,CONFIRMED
787,50.289,0.022,-0.022,34.587,0.022,-0.022,2460014.963,0.8831279,1.651686,0.128409,-0.128409,2068.067488,77.92001,-77.92001,4.3749094,1586.210008,1609.570193,12.4923,0.006,-0.006,300.141,1.078,-1.078,5151.4,124.0,-124.0,4.51,0.86,CONFIRMED
788,-3.546,0.023,-0.023,-11.776,0.023,-0.023,2459776.681,7.8914271,4.2653156,0.1118379,-0.1118379,9822.000249,213.92288,-213.92288,12.9299942,278.9767986,1042.345681,12.9934,0.007,-0.007,722.795,6.5885,-6.5885,5883.0,146.4,-146.4,4.25,1.27992,CONFIRMED
789,-36.695,0.077,-0.077,2.792,0.051,-0.051,2459659.915,4.6170519,3.555,0.226,-0.226,12210.0,2.86261,-2.86261,12.4681,447.82,1281.0,11.5384,0.007,-0.007,321.084,5.314,-5.314,5797.0,121.229,-121.229,4.36164,1.11,CONFIRMED
790,-21.314,1.32,-1.32,18.923,1.467,-1.467,2460386.222,7.6416041,2.654,0.243,-0.243,6025.0,2230.39,-2230.39,27.538,478.683,1303.0,10.0049,0.006,-0.006,273.2615,2.5675,-2.5675,6496.7,255.1,-255.1,4.34,2.05,FALSE_POSITIVE
791,-7.245,0.058,-0.058,-15.389,0.055,-0.055,2460123.888,1.3875331,2.679,0.536,-0.536,952.0,53.7927,-53.7927,3.16086,13423.0,2998.0,10.4425,0.006,-0.006,182.238,1.485,-1.485,5678.0,131.9,-131.9,4.33,1.14,FALSE_POSITIVE
792,18.224,0.057,-0.057,-25.907,0.041,-0.041,2458572.208,1.10833,2.288,0.339,-0.339,1060.0,1.75155,-1.75155,4.58274,4415.23,2270.0,10.186,0.006,-0.006,218.438,2.131,-2.131,5972.0,208.3,-208.3,4.08,1.4,FALSE_POSITIVE
793,22.255,0.04,-0.04,-1.251,0.042,-0.042,2459913.984,3.7246883,3.078,0.088,-0.088,3320.0,0.321945,-0.321945,10.8811,686.503,1426.0,10.9939,0.01,-0.01,416.077,3.8915,-3.8915,6144.0,131.6,-131.6,4.02,1.74,CONFIRMED
794,-7.318,0.039,-0.039,4.013,0.041,-0.041,2459233.496,16.0475029,3.334,0.209,-0.209,13630.0,5.81755,-5.81755,19.3344,46.0707,725.0,11.1169,0.008,-0.008,441.932,5.5075,-5.5075,6337.5,141.8,-141.8,4.34,1.6,FALSE_POSITIVE
795,-5.719,0.1,-0.1,5.379,0.099,-0.099,2460556.771,2.1425095,5.163,0.039,-0.039,7961.0,117.516,-117.516,21.3705,38711.5,3907.0,8.08821,0.006,-0.006,182.273,1.9425,-1.9425,7893.0,138.264,-138.264,4.105,2.02,CONFIRMED
796,181.062,0.041,-0.041,8.715,0.037,-0.037,2458766.425,1.45655,1.51,0.375,-0.375,580.0,2.34658,-2.34658,1.83776,436.167,1273.0,10.636,0.006,-0.006,78.9495,0.20345,-0.20345,4475.0,122.2,-122.2,4.59,0.7,FALSE_POSITIVE
797,-70.434,0.056,-0.056,-49.865,0.043,-0.043,2459310.633,6.2036219,3.01098,0.3032236,-0.3032236,548.9044399,33.294434,-33.294434,2.056748,162.1675094,910.1452592,8.6522,0.006,-0.006,64.5978,0.19375,-0.19375,5723.87,49.567,-49.567,4.438,0.864173,CONFIRMED
798,-1.996,0.156,-0.156,-2.246,0.159,-0.159,2458793.382,3.01106,3.073,0.226,-0.226,1617.22,2.33785,-2.33785,7.20703,1281.74,1666.0,10.5907,0.008,-0.008,377.17,18.481,-18.481,6516.0,559.8,-559.8,4.34,1.63,FALSE_POSITIVE
799,-1.1,2.7,-2.7,-5.3,2.9,-2.9,2459986.361,0.9889446,1.681,0.297,-0.297,979.0,921.917,-921.917,7.2993,33896.0,1275.5980574999999,10.2658,0.006,-0.006,272.834,2.5675,-2.5675,6173.3,152.9,-152.9,4.22,1.5,FALSE_POSITIVE
800,-5.469,0.06,-0.06,-2.752,0.049,-0.049,2459878.867,2.1575124,2.236,0.449,-0.449,550.0,79.5547,-79.5547,11.8527,4213.12,2244.0,10.471,0.02,-0.02,852.233,25.219,-25.219,8326.0,230.8,-230.8,3.58,3.87,FALSE_POSITIVE
801,-4.0,2.0,-2.0,0.2,2.1,-2.1,2458495.713,7.52118,6.133,0.189,-0.189,50623.3,2361.74,-2361.74,12.9114,1910.28,1841.0,10.2763,0.006,-0.006,442.789,2.5675,-2.5675,6184.6,545.8,-545.8,4.11,0.52,FALSE_POSITIVE
802,7.932,0.085,-0.085,-12.197,0.078,-0.078,2459883.68,3.6859958,5.1972226,0.0339233,-0.0339233,12982.72146,98.250656,-98.250656,23.322957,2647.689626,1829.517289,10.9988,0.008,-0.008,531.121,12.574,-12.574,6731.3,104.611,-104.611,3.99257,1.99719,FALSE_POSITIVE
803,31.443,0.1,-0.1,-36.169,0.073,-0.073,2459475.467,94.0997954,4.8738442,0.0989404,-0.0989404,20525.12011,277.70737,-277.70737,14.5890881,7.444474,421.2871907,12.0294,0.006,-0.006,184.986,1.88,-1.88,4696.7,90.2,-90.2,4.54,1.0143,CONFIRMED
804,-0.127,0.065,-0.065,-10.564,0.054,-0.054,2459450.127,4.53347,3.6052513,0.0733382,-0.0733382,11929.86197,153.27051,-153.27051,13.221703,501.4020843,1206.886094,12.1796,0.008,-0.008,453.099,9.8425,-9.8425,5846.0,131.9,-131.9,4.31,1.1971,CONFIRMED
805,-0.774,0.047,-0.047,4.19,0.056,-0.056,2458686.188,6.2468813,9.0400019,0.840332,-0.840332,516.1273113,61.01743,-61.01743,15.6817806,324.7805755,1082.722748,11.7971,0.006,-0.006,1294.69,40.735,-40.735,4643.39,67.2904,-67.2904,4.438,6.3787198,CONFIRMED
806,-18.281,0.038,-0.038,8.91,0.037,-0.037,2460558.801,2.2047452,3.996,0.698,-0.698,6872.0,413.332,-413.332,17.9781,7992.22,2634.0,10.0274,0.006,-0.006,341.079,2.414,-2.414,6532.23,109.214,-109.214,3.96818,1.99,CONFIRMED
807,-91.047,0.055,-0.055,-49.639,0.059,-0.059,2460338.523,2.1779407,2.098,0.114,-0.114,110.0,3.70298,-3.70298,1.28228,759.183,1462.0,5.8961,0.006,-0.006,27.0498,0.0215,-0.0215,5801.89,124.625,-124.625,4.25132,1.26,CONFIRMED
808,13.516,0.036,-0.036,32.603,0.035,-0.035,2458684.472,3.0051929,1.8111648,0.3613005,-0.3613005,737.8355831,94.001976,-94.001976,2.1434355,185.282957,940.9761542,11.6052,0.006,-0.006,153.676,0.454,-0.454,4837.0,138.283,-138.283,4.60493,0.731146,CONFIRMED
809,2.004,0.06,-0.06,4.538,0.052,-0.052,2459673.207,2.9551881,1.361,1.717,-1.717,230.0,19.1207,-19.1207,5.60201,158.866,989.0,8.8052,0.006,-0.006,386.266,4.2045,-4.2045,5054.0,122.0,-122.0,4.34,6.17,FALSE_POSITIVE
810,38.231,0.03,-0.03,-9.135,0.039,-0.039,2459108.861,5.36777,4.271,0.164,-0.164,6650.0,0.921726,-0.921726,14.2607,747.132,1456.0,11.3151,0.006,-0.006,542.251,9.952,-9.952,6561.0,138.0,-138.0,4.1,1.72,CONFIRMED
811,-15.834,0.061,-0.061,15.197,0.089,-0.089,2459278.251,2.0528684,2.6201128,0.0590714,-0.0590714,8982.080356,186.39113,-186.39113,17.6267405,3140.923774,1909.343639,12.3368,0.007,-0.007,730.933,23.4385,-23.4385,6010.0,131.1,-131.1,4.13259,1.70948,CONFIRMED
812,149.953,0.073,-0.073,-87.253,0.042,-0.042,2458362.954,9.9616347,2.4648052,0.39347,-0.39347,1084.432706,94.1892,-94.1892,2.2807327,21.8201851,551.2319188,10.42,0.006,-0.006,62.699,0.20675,-0.20675,4111.0,171.0,-171.0,4.55528,0.660806,CONFIRMED
813,-14.752,0.04,-0.04,3.149,0.034,-0.034,2459443.719,7.0080817,3.179,0.052,-0.052,14900.0,0.846507,-0.846507,13.1807,189.492,1033.0,11.1693,0.007,-0.007,295.431,1.838,-1.838,6307.0,121.6,-121.6,4.48,1.06,FALSE_POSITIVE
814,345.178,0.067,-0.067,63.044,0.07,-0.07,2460643.486,16.2016817,2.792,0.416,-0.416,885.0,20.2232,-20.2232,2.38101,28.0911,641.0,7.5825,0.006,-0.006,28.2938,0.0312,-0.0312,5071.0,141.3,-141.3,4.58,0.78,CONFIRMED
815,30.262,0.051,-0.051,-5.852,0.032,-0.032,2459854.005,4.304829,3.5311266,0.0681016,-0.0681016,7531.42212,129.26822,-129.26822,13.8395402,925.4934848,1406.737585,11.5639,0.006,-0.006,431.052,7.4285,-7.4285,6001.0,143.081,-143.081,4.12263,1.51284,CONFIRMED
816,0.937,0.039,-0.039,-10.171,0.034,-0.034,2458697.756,18.795547,4.3425576,0.4313743,-0.4313743,470.6731965,55.53711,-55.53711,2.1597669,48.477077,672.9826313,8.9361,0.006,-0.006,84.5362,0.158,-0.158,5729.0,131.1,-131.1,4.47,0.977727,CONFIRMED
817,-7.548,0.047,-0.047,5.082,0.047,-0.047,2459974.318,15.3050693,3.872,2.27,-2.27,770.0,216.467,-216.467,10.4166,340.827,1197.0,9.3309,0.007,-0.007,403.772,5.3305,-5.3305,5370.0,184.0,-184.0,3.32339,4.16,FALSE_POSITIVE
818,40.555,0.081,-0.081,-62.99,0.064,-0.064,2458438.838,0.58644,1.441,0.157,-0.157,443.281,0.593425,-0.593425,2.31276,6607.5,2511.0,8.2482,0.006,-0.006,66.5727,0.19755,-0.19755,5997.7,78.3,-78.3,4.34,1.0,FALSE_POSITIVE
819,-0.869,0.123,-0.123,-0.576,0.086,-0.086,2459928.935,1.9734615,3.69,0.778,-0.778,1295.0,794.199,-794.199,16.6678,17275.6,3193.0,10.0888,0.02,-0.02,710.919,26.476,-26.476,7962.9,130.5,-130.5,3.6,3.62,FALSE_POSITIVE
820,-28.575,0.042,-0.042,-63.889,0.06,-0.06,2458899.862,0.6332593,0.8622011,0.0566515,-0.0566515,1191.45972,75.69162,-75.69162,5.3027904,4030.751248,2032.199073,9.85649,0.006,-0.006,121.167,0.4895,-0.4895,5590.0,122.048,-122.048,4.45374,0.976212,FALSE_POSITIVE
821,-33.729,0.078,-0.078,-2.522,0.044,-0.044,2459830.349,7.9192605,2.5053873,0.0416744,-0.0416744,21472.30612,243.1104,-243.1104,11.5285264,38.0328101,633.3727192,11.5549,0.006,-0.006,115.936,0.571,-0.571,4302.0,130.566,-130.566,4.5054,0.758608,CONFIRMED
822,-28.379,0.047,-0.047,8.392,0.044,-0.044,2459605.893,1.0924536,1.2245785,0.0698552,-0.0698552,874.580104,62.854668,-62.854668,6.5935026,5898.981823,2235.187778,9.22437,0.006,-0.006,163.438,0.81,-0.81,6273.0,117.4,-117.4,4.2,1.4487799,FALSE_POSITIVE
823,-99.737,0.023,-0.023,-59.95,0.039,-0.039,2458654.25,0.6047392,1.0403847,0.2214539,-0.2214539,1027.683348,64.46101,-64.46101,1.8625587,528.0253155,1222.59731,11.1186,0.007,-0.007,61.4592,0.09435,-0.09435,4046.0,170.0,-170.0,4.60963,0.580337,CONFIRMED
824,30.957,0.061,-0.061,-21.65,0.044,-0.044,2459038.511,3.3771114,2.4508029,0.1568256,-0.1568256,4515.155077,164.13101,-164.13101,8.6110106,756.2609502,1337.481146,11.4513,0.006,-0.006,327.602,4.536,-4.536,5614.86,109.556,-109.556,4.21917,1.28017,CONFIRMED
825,-40.011,0.038,-0.038,107.858,0.056,-0.056,2458686.609,4.2529641,2.5733867,0.2145938,-0.2145938,758.584999,26.058401,-26.058401,2.3483383,231.2034004,994.5309519,10.9897,0.006,-0.006,172.138,0.693,-0.693,5591.0,185.0,-185.0,4.38111,0.848906,CONFIRMED
826,-14.119,0.039,-0.039,-35.952,0.04,-0.04,2459440.07,4.0966887,4.557,0.195,-0.195,5620.0,1.7761,-1.7761,12.9734,1193.86,1637.0,11.7791,0.009,-0.009,609.388,8.6305,-8.6305,6212.0,128.4,-128.4,4.04,1.74,CONFIRMED
827,-163.272,0.105,-0.105,-40.435,0.131,-0.131,2458909.543,15.1512051,2.3438166,0.4573348,-0.4573348,4955.304292,547.35736,-547.35736,2.8411799,2.1462129,308.7009384,12.6196,0.008,-0.008,55.5211,0.1999,-0.1999,3272.0,157.0,-157.0,4.82521,0.401575,CONFIRMED
828,-17.558,0.039,-0.039,-27.297,0.043,-0.043,2458469.697,4.3780807,5.3900978,0.0295621,-0.0295621,7074.393139,33.208263,-33.208263,15.1767346,1103.270751,1469.908413,10.439,0.006,-0.006,290.684,2.021,-2.021,5570.0,131.1,-131.1,4.01069,1.79224,CONFIRMED
829,11.549,0.056,-0.056,18.058,0.034,-0.034,2459230.014,1.2916034,1.3077871,0.1752354,-0.1752354,1566.795955,191.34113,-191.34113,2.4511775,127.2980722,856.6929763,12.7482,0.007,-0.007,101.632,0.373,-0.373,3689.0,157.0,-157.0,4.72452,0.514745,CONFIRMED
830,13.523,0.039,-0.039,14.124,0.032,-0.032,2459845.365,14.793901,3.171,0.259,-0.259,8150.0,389.906,-389.906,8.42756,19.3352,584.0,12.9474,0.006,-0.006,359.643,2.5885,-2.5885,5095.0,127.5,-127.5,4.52,0.84,FALSE_POSITIVE
831,0.993,0.039,-0.039,-1.698,0.043,-0.043,2459847.835,2.7649802,1.659,0.516,-0.516,3575.0,356.104,-356.104,10.4307,1119.71,1611.0,11.8563,0.007,-0.007,873.578,19.013,-19.013,7776.0,122.7,-122.7,4.2,1.78,FALSE_POSITIVE
832,-71.005,0.036,-0.036,-0.024,0.039,-0.039,2460660.409,6.5886877,1.678,0.172,-0.172,852.0,28.6393,-28.6393,2.12746,28.9612,646.0,10.1426,0.006,-0.006,78.7415,0.11935,-0.11935,4920.0,127.0,-127.0,4.64,0.71,CONFIRMED
833,-7.232,0.044,-0.044,17.862,0.034,-0.034,2459302.719,3.6015056,3.024,0.077,-0.077,13630.0,3.15153,-3.15153,12.3972,556.616,1353.0,12.7533,0.01,-0.01,527.789,7.0945,-7.0945,6055.0,134.4,-134.4,4.46,1.03,CONFIRMED
834,14.9,0.076,-0.076,11.889,0.054,-0.054,2459329.902,3.0524018,2.483,0.023,-0.023,22270.0,0.175155,-0.175155,13.7594,344.149,1199.0,10.7875,0.006,-0.006,163.371,1.0595,-1.0595,5545.0,131.1,-131.1,4.52787,0.88,CONFIRMED
835,10.3,1.3,-1.3,14.6,1.3,-1.3,2458688.289,22.7873,5.334,1.018,-1.018,410.0,1.47243,-1.47243,2.42982,57.1127,1275.5980574999999,9.303001,0.006,-0.006,117.652,2.5675,-2.5675,5845.0,131.1,-131.1,4.34,1.16,FALSE_POSITIVE
836,-12.418,0.115,-0.115,-5.113,0.07,-0.07,2460256.342,1.7134571,1.433,0.448,-0.448,355.0,25.9045,-25.9045,4.95462,4181.14,2240.0,8.3482,0.009,-0.009,246.968,5.4675,-5.4675,8638.0,152.9,-152.9,3.93,2.64,FALSE_POSITIVE
