orbital_period,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,planet_radius,planet_radius_err1,planet_radius_err2,equi_temp,stellar_temp,stellar_temp_err1,stellar_temp_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,label
3.5809733,2.18,0.115,-0.115,36850.0,19.5244,-19.5244,12.0428,0.469155,-0.469155,702.0,3790.0,157.0,-157.0,0.61,0.02,-0.02,1
2.745640575,3.04508,0.00404,-0.00404,45300.0,36.2,-36.2,47.22,0.0,0.0,1300.0,5780.0,152.0,-151.4,1.0,0.169,-0.088,0
7.99144696,3.639,0.202,-0.202,145.0,12.4,-12.4,1.53,0.23,-0.12,901.0,5700.0,77.0,-77.0,1.006,0.148,-0.079,1
419.4596,13.53,3.8,-3.8,132.0,33.9,-33.9,2.1,1.53,-1.11,303.0,5248.0,215.0,-196.0,1.869,1.364,-0.983,0
0.6691882,1.347,0.278,-0.278,2850.0,7.76507,-7.76507,9.96751,0.734671,-0.734671,2570.0,6623.0,123.1,-123.1,1.76,0.09,-0.09,0
0.648774274,2.643,0.108,-0.108,231.0,11.1,-11.1,1.08,0.12,-0.11,1659.0,5026.0,151.0,-151.0,0.729,0.079,-0.071,0
14.5728985,2.5623497,0.0995102,-0.0995102,4464.4359891,154.8349,-154.8349,13.5300683,0.6676787,-0.6676787,1012.9931427,6025.8,107.0,-107.0,1.76095,0.0741809,-0.0741809,1
66.46746217,19.6638,0.0232,-0.0232,12600.0,14.2,-14.2,11.97,3.43,-1.57,466.0,5843.0,182.0,-203.0,1.073,0.307,-0.141,0
14.37504582,3.208,0.151,-0.151,251.0,18.4,-18.4,2.05,0.33,-0.2,786.0,5931.0,106.0,-130.0,1.053,0.168,-0.104,1
3.117087797,3.06941,0.00907,-0.00907,12200.0,33.1,-33.1,88.51,23.7,-35.5,1842.0,6338.0,179.0,-224.0,2.046,0.547,-0.82,0
24.7373412,2.069051,0.1274288,-0.1274288,6560.492087,296.41574,-296.41574,1.8439453,0.114573,-0.114573,157.0898896,3131.0,152.0,-151.4,0.215535,0.0065582,-0.0065582,1
2.9036816,5.0469369,0.032279,-0.032279,4642.2749148,27.956842,-27.956842,14.913823,0.7252665,-0.7252665,1945.3461862,6059.0,152.0,-151.4,2.14325,0.102739,-0.102739,1
3.13295351,2.2207,0.0838,-0.0838,435.0,19.8,-19.8,1.39,0.09,-0.06,937.0,5016.0,100.0,-100.0,0.679,0.046,-0.029,1
0.623441939,1.4053,0.0579,-0.0579,128.0,3.9,-3.9,13.89,4.25,-9.22,3219.0,5385.0,177.0,-161.0,2.871,0.88,-1.906,0
410.99389,12.01,3.3,-3.3,550.0,129.0,-129.0,2.09,0.61,-0.15,220.0,5471.0,149.0,-147.0,0.898,0.261,-0.063,0
18.49234792,3.4744,0.0534,-0.0534,1660.0,30.7,-30.7,3.34,0.52,-0.42,603.0,5289.0,159.0,-159.0,0.838,0.13,-0.106,1
6.18943952,2.3316,0.0858,-0.0858,83.2,3.5,-3.5,0.65,0.05,-0.03,783.0,5051.0,177.0,-141.0,0.721,0.057,-0.031,1
55.7002642,4.285,0.529,-0.529,333.0,37.4,-37.4,1.18,0.05,-0.11,309.0,4267.0,135.0,-138.0,0.67,0.033,-0.058,0
8.2344072,2.808,0.311,-0.311,59.2,7.3,-7.3,1.49,0.25,-0.37,1263.0,6148.0,82.0,-82.0,1.741,0.289,-0.434,0
10.5007712,14.522,0.281,-0.281,183.0,4.5,-4.5,5.68,0.38,-0.84,1378.0,4838.0,65.0,-79.0,4.361,0.296,-0.641,1
8.35389523,2.2514,0.0518,-0.0518,1040.0,28.2,-28.2,2.52,0.54,-0.24,790.0,5592.0,152.0,-152.0,0.787,0.169,-0.073,1
36.97708808,4.737,0.101,-0.101,1270.0,25.5,-25.5,38.6,11.6,-11.6,602.0,5589.0,169.0,-152.0,1.239,0.371,-0.371,0
6.2089181,2.292,0.399,-0.399,1660.0,242.0,-242.0,9.2,5.25,-4.48,1378.0,5548.0,210.0,-227.0,2.113,1.207,-1.028,0
14.6435,4.008,0.144,-0.216,0.0872,0.0031,-0.0031,2.52,0.34,-0.38,1008.0,5762.0,152.0,-151.4,0.823,0.1,-0.042,1
5.26640614,3.6163,0.0197,-0.0197,59300.0,247.0,-247.0,38.05,5.76,-5.77,1163.0,5916.0,107.0,-119.0,1.175,0.178,-0.178,0
3.895936525,2.3111,0.0302,-0.0302,8540.0,29.5,-29.5,7.34,1.53,-0.65,1005.0,5557.0,167.0,-167.0,0.774,0.161,-0.069,1
14.36270451,4.564,0.119,-0.119,349.0,15.1,-15.1,2.31,0.66,-0.29,918.0,6643.0,161.0,-221.0,1.216,0.35,-0.15,1
6.26404774,2.39,0.106,-0.106,379.0,21.7,-21.7,1.55,0.14,-0.16,809.0,5032.0,151.0,-151.0,0.817,0.071,-0.085,1
6.0988471,5.408818,0.2166711,-0.2166711,8857.7284148,558.46826,-558.46826,24.9943945,11.290005,-11.290005,1566.6261042,7023.2,108.8,-108.8,1.82219,0.0691734,-0.0691734,0
207.24785,6.159,0.348,-0.348,809.0,64.7,-64.7,1.56,0.09,-0.06,189.0,4339.0,78.0,-87.0,0.553,0.031,-0.022,1
0.552834211,1.2887,0.0767,-0.0767,146.0,6.3,-6.3,18.09,6.81,-12.7,3107.0,5132.0,170.0,-154.0,2.648,0.997,-1.852,0
0.519437968,2.129,0.136,-0.136,226.0,11.1,-11.1,20.48,6.59,-2.2,2402.0,6181.0,193.0,-257.0,1.006,0.324,-0.108,0
47.1607932,4.003,0.231,-0.231,723.0,61.7,-61.7,2.58,0.67,-0.28,503.0,5936.0,158.0,-193.0,0.965,0.25,-0.107,1
6.5197781,2.63,0.484,-0.484,1290.149756,65.6924317,-65.6924317,8.5555002,0.5052916,-0.5052916,846.0,4951.7,77.1,-77.1,2.65,0.08,-0.08,0
5.05368985,2.514,0.219,-0.219,172.0,17.6,-17.6,1.21,0.37,-0.11,1007.0,5772.0,156.0,-173.0,0.901,0.275,-0.086,1
36.47311505,2.91005,0.00408,-0.00408,162000.0,21.2,-21.2,53.1,10.2,-4.72,467.0,5452.0,162.0,-146.0,0.766,0.147,-0.068,0
3.142833,4.5576,0.0744,-0.0744,0.47,20.8,-20.8,15.13215,1.90553,-1.90553,2097.0,6408.0,75.0,-75.0,2.21,0.21,-0.21,1
1.2667147,1.712,0.475,-0.475,1870.0,12.3444,-12.3444,8.31491,0.803332,-0.803332,2105.0,6084.0,193.0,-193.0,1.87,0.08,-0.08,0
2.67425,3.779,0.919,-0.919,1920.0,9.83619,-9.83619,178.665,0.57,-0.43,1942.0,4770.0,122.0,-122.0,36.51,0.169,-0.088,0
1.14057,2.188,0.24,-0.24,5009.01,843.33,-843.33,6.52263,2.67802,-2.67802,2986.0,5349.5,38.6,-38.6,0.84,0.01,-0.01,0
476.80454,10.65,2.6,-2.6,144.0,48.4,-48.4,1.12,0.45,-0.12,227.0,5806.0,158.0,-147.0,0.901,0.37,-0.096,0
2.18053332,2.92728,0.00912,-0.00816,1.416,0.058,-0.053,16.06246934,0.62770292,-0.54924005,1759.0,6180.0,160.0,-140.0,1.236,0.043,-0.036,1
13.9028391,2.1264429,0.4109736,-0.4109736,647.2701039,70.93129,-70.93129,2.6136848,1.333298,-1.333298,756.6987586,5876.0,124.0,-124.0,0.983215,0.0449925,-0.0449925,1
601.13797,15.26,1.6,-1.6,173.0,19.4,-19.4,1.81,0.46,-0.56,254.0,5786.0,173.0,-190.0,1.388,0.353,-0.431,0
11.12827427,2.6118,0.0592,-0.0592,6060.0,103.0,-103.0,4.04,0.24,-0.45,408.0,3640.0,81.0,-90.0,0.503,0.03,-0.056,1
9.0073,2.58,0.1344,-0.144,0.099,0.012,-0.0083,2.30905002,0.16813471,-0.13450777,635.8,4413.0,76.0,-76.0,0.671,0.023,-0.022,1
42.3520039,7.773,0.169,-0.169,513.0,19.3,-19.3,6.3,1.13,-2.09,938.0,6864.0,184.0,-225.0,2.632,0.471,-0.875,1
0.634003002,0.9207,0.06,-0.06,317.0,19.8,-19.8,1.35,0.2,-0.11,1714.0,5226.0,190.0,-190.0,0.75,0.112,-0.06,1
1.22174063,7.443,0.411,-0.411,32.2,2.4,-2.4,0.46,0.04,-0.03,1461.0,5258.0,105.0,-105.0,0.835,0.063,-0.057,0
9.0881638,3.402,0.092,-0.092,24660.0,3.40598,-3.40598,12.8974,0.762001,-0.762001,765.0,5211.0,134.1,-134.1,0.8,0.05,-0.05,1
4.617490562,2.2618,0.0477,-0.0477,576.0,21.8,-21.8,1.62,0.11,-0.05,728.0,4500.0,90.0,-90.0,0.646,0.043,-0.02,1
6.7171913,7.5037208,0.0725633,-0.0725633,9138.715071,98.50088,-98.50088,22.875658,1.1757971,-1.1757971,1484.8121463,5843.0,170.189,-170.189,2.3529,0.118236,-0.118236,0
1.559090282,4.95211,0.00612,-0.00612,227000.0,226.0,-226.0,129.87,26.9,-49.9,2905.0,7279.0,230.0,-345.0,2.624,0.543,-1.009,0
12.18420006,2.5014,0.0863,-0.0863,499.0,22.5,-22.5,2.59,0.39,-0.29,819.0,5771.0,104.0,-115.0,1.068,0.161,-0.12,1
30.9604688,14.992,0.736,-0.736,461.0,20.5,-20.5,89.18,51.5,-70.8,1064.0,5367.0,92.0,-322.0,3.558,2.054,-2.824,0
0.573709256,1.4932,0.0549,-0.0549,131.0,4.4,-4.4,7.05,1.32,-2.44,4415.0,5261.0,91.0,-143.0,5.769,1.078,-2.001,0
25.3710555,3.739,0.435,-0.435,78.6,11.7,-11.7,1.43,0.41,-0.41,779.0,6029.0,181.0,-199.0,1.494,0.428,-0.428,0
39.4576228,9.557,0.387,-0.387,245.0,6.9,-6.9,2.8,0.46,-0.38,658.0,6297.0,113.0,-126.0,1.369,0.228,-0.187,1
9.93443795,8.098,0.109,-0.109,2750.0,34.7,-34.7,35.54,7.73,-3.31,830.0,5763.0,154.0,-206.0,0.998,0.217,-0.093,0
16.6542431,7.792,0.186,-0.186,10168.0,0.634987,-0.634987,11.9082,0.547507,-0.547507,1215.0,6054.0,128.5,-128.5,1.08,0.05,-0.05,1
3.66115536,14.807,0.502,-0.502,34.3,1.5,-1.5,0.81,0.18,-0.14,1466.0,6356.0,160.0,-176.0,1.308,0.285,-0.233,0
17.52782681,5.78491,0.00262,-0.00262,348000.0,102.0,-102.0,49.36,4.85,-4.39,554.0,5079.0,151.0,-136.0,0.732,0.072,-0.065,0
3.588162,2.3208,0.0288,-0.0264,1.512,0.0068,-0.007,12.72,1.11,-0.46,1008.0,5762.0,152.0,-151.4,0.982,0.082,-0.013,1
1.3328252,2.0496174,0.0113249,-0.0113249,19240.1766706,75.81457,-75.81457,15.3206915,0.889881,-0.889881,1689.3374258,5595.4,127.6,-127.6,1.0670201,0.0618166,-0.0618166,1
2.5852,1.963,0.395,-0.395,290.0,0.460655,-0.460655,4.66502,0.305191,-0.305191,1622.0,6639.0,127.5,-127.5,2.66,0.13,-0.13,0
33.0063185,7.118,0.12,-0.12,278.0,7.6,-7.6,3.13,0.45,-0.76,778.0,5968.0,120.0,-108.0,1.857,0.264,-0.452,1
15.1622287,7.332,0.448,-0.448,480.0,18.7,-18.7,3.12,1.09,-0.36,829.0,6325.0,174.0,-261.0,1.112,0.388,-0.129,1
1.9416366,1.9321358,0.0801912,-0.0801912,32945.1347849,1000.52655,-1000.52655,11.7569044,0.5201643,-0.5201643,857.3252177,3837.0,133.0,-133.0,0.633668,0.0202681,-0.0202681,1
2.85794855,2.799,0.335,-0.335,0.026,0.003,-0.003,3.22711,0.57,-0.43,1008.0,5012.0,132.74,-118.79,0.891502,0.057249,-0.057284,1
1.077467951,2.1125,0.0621,-0.0621,75.7,1.9,-1.9,31.06,6.71,-6.72,2339.0,6329.0,170.0,-189.0,1.508,0.326,-0.326,0
27.00980738,1.96698,0.00514,-0.00514,67900.0,147.0,-147.0,22.32,1.84,-2.26,330.0,3900.0,117.0,-140.0,0.534,0.044,-0.054,0
4.6313014,1.435,0.232,-0.232,4860.0,77.7533,-77.7533,9.34848,1.12279,-1.12279,1078.0,5736.0,164.8,-164.8,1.07,0.05,-0.05,1
0.968527683,1.3672,0.076,-0.076,115.0,8.2,-8.2,1.21,0.16,-0.05,1677.0,5580.0,83.0,-75.0,0.886,0.114,-0.036,1
455.7707644,5.1149,0.13,-0.132,341.0,20.8,-20.8,5.34,0.96,-1.78,419.0,6785.0,190.0,-238.0,2.623,0.471,-0.875,0
224.150923,12.455,0.174,-0.174,349.0,10.3,-10.3,2.41,0.48,-0.71,369.0,6072.0,167.0,-137.0,1.286,0.255,-0.383,1
1.46503,1.145,0.252,-0.252,3162.12,9.28965,-9.28965,5.43222,0.825769,-0.825769,1379.0,5912.5,441.0,-441.0,0.88,0.12,-0.12,0
7.12594387,3.0014,0.0384,-0.0384,192.0,4.4,-4.4,1.79,0.26,-0.23,997.0,5779.0,104.0,-115.0,1.087,0.157,-0.142,1
15.44428875,2.0791,0.0607,-0.0607,3600.0,93.0,-93.0,37.58,11.1,-3.45,731.0,5895.0,182.0,-223.0,0.991,0.292,-0.091,0
13.96950181,1.5871,0.0469,-0.0469,1110.0,34.6,-34.6,2.04,0.13,-0.2,387.0,3716.0,73.0,-83.0,0.506,0.031,-0.051,1
0.46132,1.32,0.28,-0.28,220.0,1.02671,-1.02671,1.89253,0.156017,-0.156017,2983.0,6629.0,128.8,-128.8,1.21,0.05,-0.05,0
12.4258833,24.83,2.1,-2.1,93.6,3.6,-3.6,2.19,0.98,-1.18,1006.0,5611.0,197.0,-157.0,1.632,0.724,-0.884,0
320.5679455,15.3614,0.13,-0.132,899.0,20.8,-20.8,2.43,0.56,-0.2,234.0,5546.0,182.0,-182.0,0.81,0.187,-0.067,0
29.7452499,22.695,0.46,-0.46,779.0,16.4,-16.4,3.6,0.51,-0.5,557.0,5334.0,80.0,-80.0,1.004,0.141,-0.141,0
24.4004378,2.987,0.113,-0.113,861.0,48.3,-48.3,2.47,0.17,-0.2,437.0,4583.0,137.0,-137.0,0.674,0.048,-0.054,1
4.34573349,2.246,0.375,-0.375,73.5,11.1,-11.1,0.86,0.26,-0.11,1151.0,5967.0,161.0,-179.0,0.976,0.291,-0.125,0
3.554856338,2.1004,0.0428,-0.0428,233.0,6.7,-6.7,1.29,0.37,-0.1,1157.0,6068.0,163.0,-181.0,0.831,0.24,-0.06,1
6.43032491,3.038,0.246,-0.246,0.085,0.004,-0.004,3.22711,0.57,-0.43,1008.0,4927.0,160.29,-121.23,0.858018,0.065086,-0.047075,1
160.4122022,4.92,0.241,-0.241,2540.0,117.0,-117.0,4.45,0.66,-0.34,270.0,5269.0,158.0,-142.0,0.727,0.109,-0.055,0
1.7317958,2.924,0.271,-0.271,60.6,6.8,-6.8,1.19,0.18,-0.26,1825.0,5691.0,85.0,-77.0,1.508,0.236,-0.324,0
2.1395563,2.0678,0.0381,-0.0381,266.0,6.3,-6.3,1.76,0.27,-0.24,1425.0,5534.0,82.0,-74.0,1.08,0.165,-0.15,1
54.35635067,6.4345,0.0129,-0.0129,10500.0,19.9,-19.9,38.81,6.74,-4.89,566.0,6161.0,123.0,-135.0,1.255,0.218,-0.158,0
22.0495604,3.428,0.153,-0.153,135.0,9.9,-9.9,1.9,0.55,-0.4,912.0,6821.0,189.0,-260.0,1.548,0.451,-0.328,0
24.85466504,9.182,0.11,-0.11,776.0,9.7,-9.7,7.61,1.38,-2.56,1095.0,6967.0,167.0,-229.0,2.527,0.458,-0.851,1
4.46255312,14.0957,0.0707,-0.0707,22700.0,183.0,-183.0,52.74,29.7,-16.0,1795.0,4847.0,147.0,-110.0,3.619,2.041,-1.099,0
40.1097817,5.2096,0.0869,-0.0869,732.0,20.8,-20.8,3.11,0.48,-0.54,556.0,5509.0,82.0,-71.0,1.169,0.183,-0.203,1
0.696286519,3.194,0.22,-0.22,121.0,6.5,-6.5,1.34,0.42,-0.11,1969.0,5904.0,160.0,-178.0,0.867,0.276,-0.069,0
362.747593,16.45,1.4,-1.4,132.0,10.9,-10.9,2.51,0.12,-0.09,384.0,6176.0,52.0,-52.0,2.16,0.1,-0.08,0
1.5080197,1.032,0.167,-0.167,1790.0,4.65675,-4.65675,3.01287,0.351265,-0.351265,855.0,4008.0,130.4,-130.4,0.66,0.07,-0.07,1
38.8135498,5.944,0.61,-0.61,9593.0,307.406,-307.406,8.20695,0.564151,-0.564151,486.0,4760.0,117.2,-117.2,0.82,0.05,-0.05,1
6.98472143,2.724,0.202,-0.202,90.7,8.7,-8.7,1.19,0.34,-0.26,1059.0,5839.0,156.0,-174.0,1.227,0.36,-0.27,1
3.9365629,2.19,0.384,-0.384,15461.0,821.74,-821.74,8.09927,0.333912,-0.333912,706.0,3689.0,157.0,-157.0,0.61,0.02,-0.02,1
1.734221252,2.4577,0.0156,-0.0156,290000.0,2290.0,-2290.0,42.06,3.3,-4.01,1114.0,4765.0,142.0,-142.0,0.702,0.055,-0.067,0
9.089151782,3.1886,0.13,-0.132,110.0,20.8,-20.8,4.35,0.2,-1.74,1848.0,6729.0,184.0,-201.0,4.099,0.192,-1.634,0
3.2591993,2.18,0.036,-0.036,1.762,0.017,-0.017,3.22711,0.57,-0.43,1008.0,5387.06,140.34,-144.84,0.817114,0.061633,-0.074015,1
4.393157678,2.4455,0.0343,-0.0343,447.0,7.8,-7.8,1.41,0.11,-0.04,807.0,4799.0,95.0,-95.0,0.692,0.054,-0.021,1
3.989144446,20.7947,0.0166,-0.0166,631000.0,366.0,-366.0,60.26,7.37,-6.63,996.0,5538.0,166.0,-166.0,0.719,0.088,-0.079,0
12.3748247,90.01,3.1,-3.1,391.0,7.2,-7.2,81.01,23.9,-40.9,1253.0,5165.0,155.0,-155.0,3.598,1.06,-1.817,0
2.99540439,6.172,0.17,-0.17,223.0,5.8,-5.8,65.37,11.1,-25.8,2195.0,6106.0,218.0,-218.0,3.09,0.523,-1.22,0
2.990252395,7.8462,0.0338,-0.0338,216000.0,523.0,-523.0,89.85,0.0,0.0,1264.0,5780.0,152.0,-151.4,1.0,0.169,-0.088,0
8.981014925,1.8478,0.0116,-0.0116,1060.0,6.4,-6.4,3.14,0.43,-0.48,880.0,5666.0,124.0,-102.0,0.967,0.133,-0.147,1
473.95103,11.778,0.719,-0.719,331.0,36.1,-36.1,3.32,1.53,-1.08,341.0,6513.0,185.0,-260.0,1.81,0.833,-0.589,0
17.6671687,2.525,0.14,-0.14,854.0,34.8289,-34.8289,1.87042,0.12665,-0.12665,462.0,4813.0,111.0,-111.0,0.69,0.04,-0.04,1
8.5412411,3.654,0.385,-0.385,299.0,34.9,-34.9,1.4,0.29,-0.1,767.0,5602.0,168.0,-168.0,0.732,0.151,-0.05,0
3.4845543,0.9158601,0.064584,-0.064584,13705.5317992,1063.4423,-1063.4423,4.2083193,1.2849267,-1.2849267,447.8143065,3204.0,157.0,-157.0,0.290216,0.0086926,-0.0086926,1
3.0522686,2.2564388,0.059386,-0.059386,15853.2048135,368.96384,-368.96384,12.6558112,0.7681826,-0.7681826,1159.0667061,5370.0,140.501,-140.501,0.962287,0.0543518,-0.0543518,1
4.24153629,2.971,0.147,-0.147,188.0,12.4,-12.4,1.44,0.39,-0.28,1177.0,5776.0,172.0,-155.0,1.047,0.283,-0.206,1
63.68192888,12.6047,0.0171,-0.0171,342000.0,422.0,-422.0,71.45,21.4,-11.5,486.0,5979.0,179.0,-197.0,1.054,0.315,-0.17,0
60.0853848,7.007,0.116,-0.116,432.0,9.6,-9.6,2.4,0.43,-0.12,485.0,6028.0,107.0,-131.0,1.047,0.19,-0.051,1
7.334073405,2.7308,0.13,-0.132,327.0,20.8,-20.8,1.42,0.32,-0.1,870.0,5985.0,143.0,-161.0,0.758,0.17,-0.057,0
58.873429,17.487,0.153,-0.153,226000.0,2520.0,-2520.0,76.18,25.5,-15.6,679.0,7078.0,228.0,-314.0,1.568,0.524,-0.322,0
8.5874668,5.1458902,0.3955153,-0.3955153,1904.8131484,340.71796,-340.71796,5.3744721,0.9241127,-0.9241127,895.5943008,5929.0,124.812,-124.812,0.987583,0.0471407,-0.0471407,0
2.11548883,4.008,0.324,-0.324,170.0,12.0,-12.0,1.29,0.4,-0.13,1426.0,5952.0,184.0,-205.0,0.971,0.297,-0.099,0
3.3779614,4.2709189,0.1281173,-0.1281173,7198.7471125,248.2248,-248.2248,14.3326751,0.9640704,-0.9640704,1617.9261106,6113.0,133.074,-133.074,1.6616499,0.0947234,-0.0947234,1
0.918420801,3.533,0.101,-0.101,56.7,1.8,-1.8,1.14,0.26,-0.26,2374.0,6210.0,199.0,-243.0,1.434,0.326,-0.326,0
1.634614356,3.4422,0.0153,-0.0153,19800.0,66.0,-66.0,44.22,14.4,-4.79,1611.0,6121.0,191.0,-212.0,0.97,0.316,-0.105,0
0.566795196,2.18,1.0,-1.0,14.8,1.5,-1.5,0.35,0.05,-0.02,2066.0,5680.0,76.0,-85.0,0.908,0.13,-0.041,0
3.1260778,1.7185367,0.0270015,-0.0270015,11383.7527081,216.12529,-216.12529,10.9257115,0.7295448,-0.7295448,1085.5253926,5100.0,152.0,-151.4,0.874706,0.0567763,-0.0567763,1
11.8885643,2.567,0.094,-0.094,35450.0,1617.54,-1617.54,19.2143,0.57,-0.43,580.0,4427.0,122.0,-122.0,0.75,0.169,-0.088,0
1.665784138,1.8946,0.0182,-0.0182,2010.0,15.2,-15.2,97.27,16.1,-37.6,2636.0,6261.0,175.0,-159.0,2.789,0.463,-1.079,0
2.8716983,4.668,0.361,-0.361,8568.0,196.503,-196.503,18.1267,0.784303,-0.784303,2281.0,6840.0,128.8,-128.8,1.91,0.08,-0.08,1
13.3997555,3.534,0.188,-0.188,167.0,14.1,-14.1,1.51,0.46,-0.18,886.0,6401.0,153.0,-211.0,1.15,0.35,-0.14,1
0.91849333,2.399,0.229,-0.229,58.7,5.6,-5.6,0.93,0.33,-0.12,2205.0,6469.0,154.0,-212.0,1.193,0.431,-0.144,0
6.53194024,3.3351,0.0618,-0.0618,772.0,21.8,-21.8,3.09,0.3,-0.4,907.0,5301.0,85.0,-74.0,0.977,0.096,-0.128,1
1.332562787,6.28,0.0736,-0.0736,1110.0,11.0,-11.0,29.1,9.03,-3.01,1703.0,6091.0,189.0,-232.0,0.967,0.3,-0.1,0
16.23947096,4.0374,0.0345,-0.0345,2590.0,22.5,-22.5,4.14,0.38,-0.15,598.0,5191.0,103.0,-103.0,0.837,0.078,-0.03,1
449.57274,9.328,0.876,-0.876,221.0,25.7,-25.7,3.08,1.45,-1.41,333.0,5691.0,195.0,-170.0,2.079,0.973,-0.951,0
20.30303506,4.5038,0.0695,-0.0695,533.0,12.8,-12.8,2.16,0.56,-0.24,630.0,5788.0,155.0,-155.0,0.848,0.221,-0.095,1
2.399069173,3.2576,0.0942,-0.0942,287.0,8.9,-8.9,1.78,0.5,-0.27,1354.0,5654.0,169.0,-169.0,1.001,0.28,-0.151,0
14.3392144,4.6064739,0.3537883,-0.3537883,392.6346872,12.384206,-12.384206,2.2963233,0.759807,-0.759807,841.9410276,6295.7,56.481,-56.481,1.1374201,0.0451659,-0.0451659,1
0.87630504,1.11,0.0966,-0.0966,171.0,8.5,-8.5,22.24,6.66,-2.22,1911.0,6032.0,0.0,0.0,0.929,0.278,-0.093,0
1.8354365,1.633,0.382,-0.382,310.0,1.02976,-1.02976,5.7988,0.788472,-0.788472,2530.0,9758.0,344.1,-344.1,3.27,0.39,-0.39,0
294.202469,2.36,1.4,-1.4,248.0,58.6,-58.6,2.61,1.28,-0.66,401.0,6897.0,167.0,-235.0,1.635,0.803,-0.411,0
0.566801906,1.626,0.0936,-0.0936,89.7,4.2,-4.2,0.55,0.04,-0.06,1344.0,4208.0,113.0,-138.0,0.583,0.044,-0.061,0
11.32029599,4.5866,0.0978,-0.0978,4300.0,90.9,-90.9,8.02,0.0,0.0,811.0,5780.0,152.0,-151.4,1.0,0.169,-0.088,0
4.6080854,8.9037215,0.6699032,-0.6699032,435.5578168,46.338223,-46.338223,7.0446125,1.3095409,-1.3095409,1124.9925994,4911.0,25.0,-25.0,3.1205699,0.169,-0.088,1
1.6255124,2.6590029,0.2352588,-0.2352588,10095.3614497,746.6269,-746.6269,11.2971803,0.7784328,-0.7784328,1513.1286131,5483.74,114.91,-114.91,1.04426,0.169,-0.088,1
2.283466438,7.7999,0.0155,-0.0155,864000.0,1030.0,-1030.0,218.79,64.0,-64.0,2014.0,6723.0,189.0,-260.0,1.719,0.503,-0.503,0
10.26782676,6.02685,0.00073,-0.00073,247000.0,48.4,-48.4,73.59,21.0,-17.2,1136.0,6664.0,162.0,-223.0,1.44,0.41,-0.336,0
572.376632,24.42,0.559,-0.559,1740.0,22.3,-22.3,5.8,1.04,-0.77,264.0,6226.0,112.0,-124.0,1.299,0.231,-0.173,1
4.18236124,6.70175,0.00298,-0.00298,194000.0,87.0,-87.0,69.37,21.8,-11.7,1303.0,6188.0,197.0,-240.0,1.166,0.366,-0.197,0
3.42064689,1.767,0.118,-0.118,357.0,30.4,-30.4,2.27,0.25,-0.22,1129.0,5370.0,85.0,-75.0,0.966,0.105,-0.095,1
0.784513087,1.9206,0.0516,-0.0516,317.0,8.1,-8.1,131.4,3.35,-26.8,10634.0,3853.0,76.0,-105.0,78.869,2.01,-16.083,0
2.63757408,5.9626,0.011,-0.011,170000.0,167.0,-167.0,76.02,21.1,-7.02,1242.0,5639.0,171.0,-188.0,0.953,0.264,-0.088,0
0.706423768,1.0597,0.0884,-0.0884,46.1,3.6,-3.6,1.16,0.34,-0.37,2845.0,6514.0,181.0,-227.0,1.585,0.457,-0.503,0
11.41437505,6.276,0.206,-0.206,46000.0,1570.0,-1570.0,44.08,13.0,-8.64,1128.0,6826.0,152.0,-220.0,1.52,0.447,-0.298,0
235.544698,8.93,0.825,-0.825,299.0,35.9,-35.9,2.13,0.55,-0.55,316.0,5533.0,166.0,-166.0,1.255,0.325,-0.325,0
0.7522775,1.073,0.142,-0.142,1301.0,63.7966,-63.7966,6.75509,0.57,-0.43,1008.0,7325.2,111.9,-111.9,1.77,0.169,-0.088,0
14.362738,3.2043798,0.4077654,-0.4077654,541.9770506,40.845634,-40.845634,1.6866314,1.3281828,-1.3281828,565.3112203,4939.0,180.0,-180.0,0.732189,0.0451432,-0.0451432,1
20.00024281,5.0042,0.0185,-0.0185,13100.0,30.7,-30.7,21.57,6.14,-2.18,746.0,6373.0,151.0,-189.0,1.047,0.298,-0.106,0
3.5514016,2.207,0.242,-0.242,8480.0,7.11662,-7.11662,11.8731,0.700469,-0.700469,1198.0,6019.0,143.3,-143.3,1.26,0.06,-0.06,1
82.292865,7.048,0.374,-0.374,371.0,32.3,-32.3,1.82,0.25,-0.12,400.0,5626.0,76.0,-84.0,0.957,0.132,-0.066,1
21.96401646,2.7509,0.0766,-0.0766,693.0,28.3,-28.3,2.57,0.72,-0.31,643.0,5774.0,156.0,-173.0,0.958,0.268,-0.115,1
0.7365463,1.5732208,0.0293747,-0.0293747,384.6733121,4.190644,-4.190644,2.0231121,0.1825726,-0.1825726,1831.2668801,5250.0,147.6,-147.6,0.963515,0.0654472,-0.0654472,1
6.1802614,4.1830206,0.0528002,-0.0528002,5383.8458373,65.4758,-65.4758,13.7037465,0.8823524,-0.8823524,1406.0290126,6513.0,132.8,-132.8,1.73931,0.110633,-0.110633,1
2.974175,3.031634,0.343247,-0.343247,11707.257241,1687.3541,-1687.3541,3.756355,0.897648,-0.897648,492.1777269,3333.0,102.0,-102.0,0.302,0.065,-0.065,0
215.778765,3.737,0.778,-0.778,378.0,65.5,-65.5,14.71,1.05,-3.58,610.0,4902.0,92.0,-142.0,7.056,0.502,-1.716,0
