orbital_period,transit_duration,transit_duration_err1,transit_duration_err2,transit_depth,transit_depth_err1,transit_depth_err2,planet_radius,planet_radius_err1,planet_radius_err2,equi_temp,stellar_temp,stellar_temp_err1,stellar_temp_err2,stellar_radius,stellar_radius_err1,stellar_radius_err2,label
3.1072375,4.485,1.656,-1.656,737.0,1035.15,-1035.15,5.27608,2.04378,-2.04378,3473.0,6030.0,132.8,-132.8,1.31,0.06,-0.06,0
13.4190392,5.9221882,0.2554013,-0.2554013,4668.5368695,175.30649,-175.30649,12.4259675,0.8554618,-0.8554618,914.4158726,5184.9,113.003,-113.003,1.69269,0.0957437,-0.0957437,0
12.20951755,4.1808,0.0768,-0.0768,538.0,12.5,-12.5,2.61,0.37,-0.28,791.0,5670.0,114.0,-114.0,1.022,0.148,-0.108,1
0.9438885,2.592,0.337,-0.337,35.8,5.6,-5.6,1.45,0.26,-0.51,3158.0,6947.0,166.0,-238.0,2.297,0.406,-0.812,0
6.88595222,4.148,0.163,-0.163,429.0,13.6,-13.6,2.68,0.39,-0.31,946.0,5616.0,101.0,-101.0,0.999,0.142,-0.116,1
7.41113177,2.5242,0.0492,-0.0492,621.0,14.3,-14.3,2.45,0.77,-0.25,905.0,5849.0,157.0,-192.0,0.919,0.289,-0.096,1
3.280948,1.908,0.0312,-0.0672,0.0968,0.0016,-0.0016,2.26,0.13,-0.23,1008.0,5762.0,152.0,-151.4,0.704,0.032,-0.028,1
22.8030252,4.768,0.104,-0.104,62.9,3.3,-3.3,1.29,0.08,-0.06,843.0,6063.0,85.0,-73.0,1.613,0.098,-0.074,1
118.609553,22.74,1.7,-1.7,381.0,30.5,-30.5,2.86,0.26,-0.28,299.0,5017.0,151.0,-151.0,0.792,0.072,-0.079,0
7.0556584,3.0479,0.068,-0.068,706.0,23.4,-23.4,2.13,0.15,-0.13,808.0,5296.0,106.0,-106.0,0.808,0.06,-0.049,1
4.45743267,2.3226,0.0928,-0.0928,176.0,9.7,-9.7,0.79,0.06,-0.07,732.0,4487.0,134.0,-134.0,0.612,0.052,-0.052,1
15.85388,4.8,0.12,-0.144,0.1118,0.0021,-0.0021,3.29,0.16,-0.4,1008.0,5762.0,152.0,-151.4,0.948,0.023,-0.069,1
3.187087241,7.2897,0.0656,-0.0656,129000.0,1150.0,-1150.0,928.96,142.0,-532.0,4037.0,4599.0,114.0,-126.0,23.673,3.612,-13.546,0
358.74318,19.76,2.6,-2.6,761.0,63.5,-63.5,2.25,0.51,-0.17,224.0,5482.0,164.0,-147.0,0.826,0.188,-0.063,0
0.566799725,4.097,0.637,-0.637,46.7,7.1,-7.1,0.77,0.22,-0.17,2289.0,5576.0,183.0,-183.0,1.132,0.314,-0.257,0
4.05325447,4.0116,0.0109,-0.0109,111000.0,288.0,-288.0,1668.79,570.0,-190.0,1191.0,6022.0,190.0,-232.0,1.039,0.355,-0.118,0
0.4057204,1.201,0.181,-0.181,2620.0,6.45081,-6.45081,6.83767,0.57,-0.43,2895.0,6541.0,122.0,-122.0,1.32,0.169,-0.088,0
47.0568476,5.2232,0.0958,-0.0958,1530.0,45.7,-45.7,2.84,0.47,-0.22,411.0,5288.0,159.0,-159.0,0.74,0.122,-0.057,1
1825.048364,3.62,0.017,-0.017,2576.0,92.5051,-92.5051,12.7111,0.640568,-0.640568,103.0,6290.0,129.0,-129.0,2.09,0.1,-0.1,0
4.9883873,9.059,0.49,-0.49,508.0,13.7,-13.7,3.28,1.05,-0.42,1236.0,6418.0,179.0,-246.0,1.171,0.375,-0.15,0
4.60690612,4.176,0.244,-0.244,138.0,12.3,-12.3,0.9,0.19,-0.08,950.0,5529.0,167.0,-150.0,0.775,0.161,-0.069,0
30.954,3.768,0.168,-0.264,0.2117,0.0087,-0.009,3.07,0.8,-0.45,1008.0,5762.0,152.0,-151.4,0.637,0.162,-0.043,1
15.5718552,4.931,0.297,-0.297,0.038,0.00100018,-0.00100018,2.44317,0.137602,-0.137602,912.0,6352.33,149.65,-149.65,1.31,0.07,-0.07,1
0.730949487,2.367,0.214,-0.214,87.3,7.0,-7.0,1.27,0.22,-0.09,2311.0,6238.0,68.0,-87.0,1.191,0.198,-0.085,0
10.5856758,4.911,0.81,-0.81,179.0,28.4,-28.4,1.49,0.54,-0.13,912.0,6246.0,152.0,-217.0,1.092,0.39,-0.097,0
5.147905,5.405,0.802,-0.802,3710.0,4.56814,-4.56814,18.0411,1.10742,-1.10742,1760.0,6064.0,131.7,-131.7,2.9,0.14,-0.14,1
3.94105221,2.5984,0.0737,-0.0737,363.0,13.9,-13.9,1.7,0.11,-0.16,1018.0,5185.0,85.0,-77.0,0.91,0.057,-0.086,1
14.793901,3.171,0.259,-0.259,8150.0,389.906,-389.906,8.42756,0.550541,-0.550541,584.0,5095.0,127.5,-127.5,0.84,0.05,-0.05,0
9.60505976,3.0063,0.0773,-0.0773,55.0,1.9,-1.9,0.91,0.05,-0.04,941.0,5790.0,78.0,-78.0,1.198,0.067,-0.061,1
11.633478,5.138,0.046,-0.034,0.2804,0.012,-0.0072,9.50521563,0.39231432,-0.35868738,1030.0,5503.0,73.0,-74.0,1.641,0.058,-0.055,1
9.4341589,2.8505348,0.0795479,-0.0795479,4001.924935,97.82721,-97.82721,6.3734064,0.4152163,-0.4152163,799.4458445,5450.4,272.0,-272.0,0.938168,0.0554422,-0.0554422,1
11.34434745,5.9738,0.0165,-0.0165,258000.0,744.0,-744.0,62.52,0.0,0.0,810.0,5780.0,152.0,-151.4,1.0,0.169,-0.088,0
89.7224125,10.963,0.212,-0.212,264.0,10.8,-10.8,2.21,0.59,-0.48,508.0,6429.0,181.0,-227.0,1.262,0.335,-0.274,1
5.877122485,4.71655,0.00569,-0.00569,363000.0,393.0,-393.0,125.68,79.7,-71.7,1402.0,5702.0,219.0,-199.0,1.821,1.155,-1.039,0
2.0727598,2.619,0.388,-0.388,14761.0,345.413,-345.413,14.2954,0.701783,-0.701783,1708.0,5640.0,152.0,-151.4,1.13,0.05,-0.05,1
4.63958598,2.768,0.101,-0.101,83.4,3.5,-3.5,1.52,0.3,-0.42,1587.0,6591.0,169.0,-186.0,1.646,0.329,-0.452,0
3.290304098,1.7215,0.0126,-0.0126,13600.0,64.8,-64.8,4.91,0.41,-0.11,540.0,3386.0,103.0,-33.0,0.427,0.036,-0.009,1
172.7046083,11.347,0.0738,-0.0738,659.0,8.0,-8.0,2.85,0.45,-0.44,355.0,5851.0,105.0,-117.0,1.116,0.175,-0.175,1
4.4436,2.832,0.144,-0.24,0.0358,0.0016,-0.0017,1.57,0.15,-0.36,1008.0,5762.0,152.0,-151.4,0.792,0.042,-0.029,1
2.892216772,1.3596,0.0686,-0.0686,361.0,18.3,-18.3,1.31,0.06,-0.06,794.0,4229.0,84.0,-84.0,0.615,0.025,-0.031,1
56.0045056,10.4337079,0.207373,-0.207373,767.9192527,17.171547,-17.171547,4.6074444,0.2203692,-0.2203692,596.6666471,6321.0,196.0,-196.0,1.41189,0.0640704,-0.0640704,1
5.9371708,4.954,0.557,-0.557,157.0,20.4,-20.4,1.17,0.48,-0.15,945.0,5475.0,170.0,-139.0,0.923,0.378,-0.118,0
422.255426,4.974,0.39,-0.39,1940.0,192.0,-192.0,5.09,2.74,-0.61,277.0,6273.0,180.0,-238.0,1.139,0.611,-0.138,0
62.366706,4.32,1.3,-1.3,95.4,15.6,-15.6,1.88,0.85,-0.56,698.0,6749.0,144.0,-218.0,1.9,0.86,-0.568,0
119.669671,20.67,1.2,-1.2,422.0,32.6,-32.6,2.21,0.63,-0.26,413.0,6382.0,169.0,-226.0,1.059,0.305,-0.122,0
0.73975345,4.2,1.7,-1.7,482.0,40.3,-40.3,2.09,0.42,-0.25,1818.0,5271.0,174.0,-158.0,0.935,0.19,-0.111,0
27.27048734,6.748,0.28,-0.28,3.413,0.17,-0.17,3.22711,0.57,-0.43,1008.0,5990.87,151.33,-140.75,2.564,0.182111,-0.121357,0
6.5578513,2.08,0.17,-0.17,1596.0,80.6229,-80.6229,2.54474,0.244377,-0.244377,622.0,4111.0,171.0,-171.0,0.66,0.06,-0.06,1
6.4410082,1.798,0.304,-0.304,7076.0,288.828,-288.828,4.59203,0.175872,-0.175872,471.0,3469.0,157.0,-157.0,0.53,0.02,-0.02,0
17.9776037,4.605,0.327,-0.327,214.0,12.2,-12.2,1.58,0.49,-0.17,752.0,6296.0,169.0,-207.0,1.006,0.312,-0.111,1
1.20608769,2.2272,0.0504,-0.0504,1660.0,30.4,-30.4,44.46,11.9,-13.1,1941.0,5657.0,171.0,-188.0,1.355,0.362,-0.398,0
46.8776724,10.041,0.166,-0.166,540.0,16.3,-16.3,2.62,0.35,-0.23,484.0,5504.0,74.0,-82.0,0.993,0.13,-0.087,1
4.0548695,2.8063409,0.0411064,-0.0411064,23163.2926161,249.76082,-249.76082,15.5446864,1.0187697,-1.0187697,1075.5947516,5326.6,138.967,-138.967,1.01342,0.0651257,-0.0651257,1
0.93374894,4.637,0.67,-0.67,226.0,40.6,-40.6,0.18,0.0,0.0,433.0,2661.0,0.0,0.0,0.116,0.0,0.0,0
6.099032889,4.82208,0.00217,-0.00217,55400.0,25.4,-25.4,36.68,10.0,-6.69,1183.0,6356.0,171.0,-209.0,1.141,0.312,-0.208,0
9.66857386,2.4656,0.0554,-0.0554,412.0,13.0,-13.0,1.9,0.33,-0.19,730.0,5288.0,184.0,-184.0,0.836,0.148,-0.08,1
3.479425638,3.4479,0.0884,-0.0884,19600.0,206.0,-206.0,12.86,3.63,-1.22,1166.0,5907.0,158.0,-175.0,0.878,0.248,-0.083,0
37.4783492,5.317,0.341,-0.341,1470.0,84.6,-84.6,10.05,0.78,-1.03,262.0,3687.0,65.0,-80.0,0.44,0.034,-0.045,0
8.9648813,61.23,1.1,-1.1,455.0,5.5,-5.5,28.97,5.8,-3.12,1040.0,6543.0,132.0,-198.0,1.159,0.232,-0.125,0
14.15849823,46.356,0.498,-0.498,347.0,2.6,-2.6,90.09,24.4,-45.3,1910.0,8753.0,240.0,-411.0,3.746,1.014,-1.884,0
0.755109271,2.619,0.272,-0.272,23.2,2.5,-2.5,0.47,0.19,-0.07,1961.0,5606.0,161.0,-130.0,0.962,0.39,-0.143,0
30.1146815,5.68713,0.00216,-0.00216,87100.0,22.2,-22.2,56.45,18.9,-6.27,639.0,6273.0,169.0,-206.0,1.044,0.349,-0.116,0
6.46004728,1.979,0.109,-0.109,394.0,25.9,-25.9,1.8,0.43,-0.17,883.0,5704.0,169.0,-186.0,0.804,0.194,-0.077,1
3.660032,4.7853014,0.0270728,-0.0270728,7749.7203265,36.76219,-36.76219,17.5565568,0.8129793,-0.8129793,1662.3109767,5988.0,140.0,-140.0,1.88626,0.0869244,-0.0869244,1
1.558544209,3.3727,0.013,-0.013,226000.0,989.0,-989.0,35.12,3.42,-3.43,1182.0,4868.0,175.0,-175.0,0.708,0.069,-0.069,0
326.370361,4.526,0.362,-0.362,569.0,44.0,-44.0,22.6,1.4,-7.19,615.0,5188.0,77.0,-189.0,9.343,0.579,-2.972,0
18.44951,2.4144,0.096,-0.1104,0.399,0.012,-0.013,3.09,0.58,-0.47,1008.0,5762.0,152.0,-151.4,0.468,0.086,-0.063,1
21.926779,10.05,1.3,-1.3,199.0,41.1,-41.1,1.26,0.37,-0.12,618.0,5853.0,182.0,-203.0,0.868,0.252,-0.084,0
49.763624,2.749,0.661,-0.661,412.0,133.0,-133.0,2.43,0.83,-0.34,588.0,6477.0,179.0,-246.0,1.187,0.409,-0.163,0
10.4433418,3.94077,0.00853,-0.00853,145000.0,305.0,-305.0,44.35,13.0,-6.0,892.0,6137.0,192.0,-235.0,1.005,0.295,-0.136,0
5.9142668,2.661,0.131,-0.131,253.0,15.8,-15.8,1.31,0.14,-0.1,919.0,5576.0,111.0,-111.0,0.829,0.086,-0.065,1
134.4785189,5.9288,0.0565,-0.0565,4030.0,46.0,-46.0,10.52,1.65,-2.01,412.0,5791.0,117.0,-105.0,1.336,0.209,-0.256,1
432.96732,10.85,1.3,-1.3,866.0,110.0,-110.0,1.64,0.17,-0.13,151.0,4403.0,131.0,-144.0,0.576,0.061,-0.045,0
5.36777,4.271,0.164,-0.164,6650.0,0.921726,-0.921726,14.2607,0.695606,-0.695606,1456.0,6561.0,138.0,-138.0,1.72,0.08,-0.08,1
30.8278245,4.214,0.215,-0.215,641.0,52.1,-52.1,2.42,0.68,-0.27,585.0,5982.0,189.0,-232.0,0.96,0.27,-0.108,1
0.883778461,1.6339,0.0645,-0.0645,120.0,4.6,-4.6,1.09,0.32,-0.14,1934.0,5975.0,161.0,-179.0,0.949,0.277,-0.119,0
6.08003714,1.308,0.0835,-0.0835,184.0,12.4,-12.4,1.07,0.09,-0.12,808.0,4991.0,149.0,-134.0,0.804,0.069,-0.089,1
13.82142084,3.985,0.124,-0.124,765.0,10.8,-10.8,2.2,0.15,-0.08,560.0,4983.0,100.0,-100.0,0.651,0.044,-0.024,1
17.47702,54.52,2.4,-2.4,138.0,17.5,-17.5,0.93,0.4,-0.06,676.0,6116.0,165.0,-165.0,0.782,0.338,-0.05,0
363.17077,28.26,1.5,-1.5,385.0,27.3,-27.3,9.82,0.82,-4.66,810.0,10134.0,286.0,-393.0,4.842,0.405,-2.296,0
17.32996587,8.43812,0.00591,-0.00591,253000.0,148.0,-148.0,42.58,4.05,-4.06,548.0,5079.0,166.0,-151.0,0.683,0.065,-0.065,0
1.50635409,1.5155,0.0483,-0.0483,2210.0,18.3,-18.3,4.53,1.01,-0.44,1452.0,5714.0,155.0,-172.0,0.831,0.186,-0.08,0
3.619167,4.3896,0.012,-0.0144,1.3734,0.0031,-0.0031,17.7,2.2,-1.7,1008.0,5762.0,152.0,-151.4,1.51,0.19,-0.14,1
5.188563677,2.3683,0.0297,-0.0297,359.0,7.0,-7.0,1.0,0.07,-0.06,586.0,3980.0,79.0,-79.0,0.54,0.033,-0.033,1
3.43525124,4.509,0.612,-0.612,152.0,19.2,-19.2,25.43,3.9,-5.84,1579.0,5854.0,79.0,-79.0,1.742,0.267,-0.4,0
2.19509634,1.796,0.134,-0.134,228.0,19.0,-19.0,1.32,0.35,-0.11,1324.0,5799.0,163.0,-204.0,0.878,0.231,-0.077,0
15.8733803,7.4672,0.0756,-0.0756,4090.0,42.2,-42.2,8.15,2.32,-1.9,830.0,6161.0,184.0,-184.0,1.054,0.301,-0.246,0
43.3167427,4.995,0.137,-0.137,988.0,41.8,-41.8,2.42,0.53,-0.19,459.0,5654.0,169.0,-169.0,0.774,0.169,-0.061,1
7.442652004,2.3078,0.0129,-0.0129,24400.0,37.8,-37.8,15.03,4.73,-1.58,967.0,6108.0,183.0,-201.0,0.956,0.301,-0.1,0
5.826731,4.571,0.918,-0.918,1068.0,41.5237,-41.5237,4.71778,0.262067,-0.262067,1617.0,6305.0,140.1,-140.1,1.62,0.08,-0.08,1
6.69958851,2.831,0.155,-0.155,254.0,22.0,-22.0,1.24,0.22,-0.09,806.0,5296.0,159.0,-159.0,0.799,0.138,-0.059,1
1.274840187,14.833,0.646,-0.646,229.0,5.1,-5.1,66.76,19.6,-45.8,2498.0,5365.0,191.0,-175.0,2.872,0.844,-1.969,0
0.762132307,1.22,0.155,-0.155,63.7,8.0,-8.0,0.75,0.11,-0.04,1872.0,5594.0,75.0,-83.0,0.934,0.127,-0.054,1
1.84996,2.954,0.387,-0.387,9350.0,16.3639,-16.3639,13.3315,0.57,-0.43,2021.0,6320.0,122.0,-122.0,1.37,0.169,-0.088,0
1.129848432,2.07578,0.00363,-0.00363,4660.0,7.6,-7.6,120.13,20.3,-37.6,3553.0,4846.0,50.0,-93.0,7.102,1.198,-2.224,0
8.03753796,2.9118,0.068,-0.068,287.0,10.5,-10.5,1.54,0.2,-0.17,744.0,5044.0,151.0,-151.0,0.804,0.103,-0.093,1
0.633514386,1.2792,0.079,-0.079,179.0,10.1,-10.1,0.81,0.06,-0.08,1357.0,4330.0,116.0,-129.0,0.618,0.045,-0.06,0
1.26092,2.718,0.72,-0.72,4825.94,27.7901,-27.7901,8.46782,0.678134,-0.678134,2344.0,5875.0,75.2,-75.2,1.11,0.03,-0.03,0
6.12479773,3.466,0.122,-0.122,129.0,6.9,-6.9,1.51,0.26,-0.24,1140.0,6052.0,121.0,-133.0,1.202,0.208,-0.189,1
2.233799622,3.04,0.0173,-0.0173,2660.0,13.9,-13.9,28.63,7.92,-2.64,1287.0,5741.0,153.0,-170.0,0.846,0.234,-0.078,0
12.28299829,2.7096,0.0198,-0.0198,2790.0,22.4,-22.4,2.83,0.16,-0.22,431.0,3879.0,77.0,-85.0,0.537,0.03,-0.041,1
2.89223998,2.521,0.121,-0.121,44.3,2.9,-2.9,0.7,0.11,-0.1,1287.0,5574.0,111.0,-100.0,1.065,0.166,-0.15,1
13.5437884,5.7076,0.0591,-0.0591,6610.0,71.2,-71.2,32.21,7.1,-2.84,658.0,5463.0,191.0,-172.0,0.794,0.175,-0.07,0
31.51779463,7.634,0.0784,-0.0784,358.0,6.1,-6.1,2.72,0.41,-0.61,663.0,5611.0,114.0,-91.0,1.4,0.211,-0.316,1
11.02520205,12.8097,0.0064,-0.0064,430000.0,215.0,-215.0,164.02,52.5,-105.0,1294.0,6047.0,200.0,-164.0,2.3,0.736,-1.472,0
3.00234671,3.271,0.044,-0.044,0.44,0.004,-0.004,3.22711,0.57,-0.43,1008.0,5630.0,109.64,-100.55,1.45479,0.076465,-0.068756,1
12.2141545,10.262,0.724,-0.724,536.0,27.6,-27.6,18.13,3.48,-1.49,683.0,5435.0,193.0,-193.0,0.824,0.158,-0.068,0
397.73781,13.08,2.5,-2.5,461.0,86.6,-86.6,2.2,0.95,-0.2,264.0,6194.0,161.0,-217.0,1.02,0.441,-0.095,0
0.950735805,1.1434,0.0918,-0.0918,175.0,13.0,-13.0,1.39,0.46,-0.16,1908.0,6039.0,217.0,-265.0,1.005,0.333,-0.111,0
37.18327633,14.0996,0.00541,-0.00541,221000.0,99.1,-99.1,55.0,16.3,-14.7,594.0,5657.0,169.0,-152.0,1.168,0.347,-0.313,0
35.1257472,2.839,0.372,-0.372,2066.0,1.14053,-1.14053,3.17021,0.207547,-0.207547,388.0,5149.6,81.7,-81.7,0.77,0.05,-0.05,1
31.97280045,4.9,0.171,-0.171,2240.0,75.7,-75.7,5.88,1.87,-0.62,626.0,6340.0,176.0,-242.0,1.01,0.32,-0.107,0
7.69363627,5.0324,0.0656,-0.0656,295.0,6.0,-6.0,2.12,0.36,-0.33,1069.0,6086.0,134.0,-134.0,1.216,0.207,-0.188,1
10.115,1.8384,0.1392,-0.1752,0.065,0.006,-0.006,1.1,0.1,-0.1,399.0,3420.0,18.0,-18.0,0.36,0.01,-0.01,1
31.82814583,2.917,0.0467,-0.0467,4460.0,67.1,-67.1,35.8,11.2,-3.74,564.0,5908.0,186.0,-206.0,0.92,0.287,-0.096,0
17.30795548,5.1126,0.0763,-0.0763,633.0,14.2,-14.2,3.56,0.57,-0.78,815.0,5565.0,83.0,-66.0,1.439,0.229,-0.315,1
1.4920726,1.594,0.315,-0.315,907.0,51.3985,-51.3985,2.23482,0.160056,-0.160056,1409.0,5125.0,124.0,-124.0,0.81,0.05,-0.05,0
1.59295975,1.9313,0.0325,-0.0325,248.0,5.6,-5.6,1.48,0.29,-0.07,1517.0,5779.0,110.0,-128.0,0.956,0.184,-0.05,1
0.609125246,0.655,0.218,-0.218,139.0,17.3,-17.3,0.96,0.23,-0.09,1896.0,5595.0,186.0,-186.0,0.796,0.194,-0.077,0
0.721335207,1.509,0.133,-0.133,31.8,3.3,-3.3,0.54,0.16,-0.05,2162.0,6328.0,158.0,-206.0,0.948,0.289,-0.096,0
1.23133063,3.7,0.198,-0.198,78.9,5.2,-5.2,0.54,0.03,-0.06,1072.0,4237.0,113.0,-126.0,0.631,0.04,-0.06,0
127.905412,14.475,0.137,-0.137,4020.0,25.0,-25.0,8.03,1.29,-1.29,401.0,5751.0,78.0,-78.0,1.247,0.2,-0.2,1
2.0197299,2.563,0.588,-0.588,426.0,16.1069,-16.1069,3.29943,0.183988,-0.183988,1689.0,5810.0,139.5,-139.5,1.77,0.09,-0.09,0
1.902606,2.3653693,0.0059376,-0.0059376,8984.9897271,29.384718,-29.384718,19.576504,1.506559,-1.506559,2917.5260913,9918.0,1388.8,-1388.8,1.82241,0.140201,-0.140201,1
3.743166733,3.6888,0.0421,-0.0421,126.0,2.2,-2.2,1.5,0.27,-0.23,1423.0,6181.0,111.0,-135.0,1.331,0.243,-0.199,1
6.238755,3.6178567,0.482282,-0.482282,373.5681138,36.626076,-36.626076,2.9728283,1.2901354,-1.2901354,1255.4607699,6212.0,132.796,-132.796,1.47768,0.0878593,-0.0878593,1
13.62757,2.16,0.12,-0.168,0.437,0.02,-0.023,1.78,0.36,-0.3,1008.0,5762.0,152.0,-151.4,0.257,0.049,-0.032,1
16.3152,1.992,0.345,-0.345,2500.0,321.08,-321.08,2.23088,0.616582,-0.616582,630.0,3625.0,65.0,-65.0,0.31,0.01,-0.01,0
1.031096352,2.781,0.171,-0.171,265.0,10.2,-10.2,2.36,0.8,-0.27,2020.0,6371.0,176.0,-220.0,1.072,0.363,-0.121,0
2.992662857,2.5258,0.0126,-0.0126,114000.0,461.0,-461.0,60.35,36.2,-36.2,1476.0,4927.0,190.0,-155.0,1.837,1.103,-1.103,0
43.5428781,3.6768,0.0894,-0.0894,5450.0,124.0,-124.0,17.47,5.32,-3.55,688.0,6669.0,187.0,-257.0,1.427,0.435,-0.29,0
1.463775066,0.953,0.135,-0.135,45.1,4.9,-4.9,1.2,0.24,-0.3,2308.0,6781.0,182.0,-243.0,1.651,0.336,-0.41,0
10.9554897,6.772,2.42,-2.42,370.0,660.223,-660.223,22.7316,0.57,-0.43,3316.0,8522.0,122.0,-122.0,6.79,0.169,-0.088,0
21.4054422,11.721,0.368,-0.368,409.0,7.5,-7.5,11.64,0.79,-1.71,1087.0,4838.0,65.0,-79.0,4.361,0.296,-0.641,1
2.698021895,23.192,0.18,-0.18,6720.0,30.8,-30.8,52.51,17.0,-6.07,1582.0,6568.0,161.0,-201.0,1.211,0.391,-0.14,0
6.67010938,1.597,0.22,-0.22,0.074,0.004,-0.004,3.22711,0.57,-0.43,1008.0,4555.0,129.47,-106.6,0.695645,0.048036,-0.051783,1
4.761705895,3.3061,0.0213,-0.0213,497.0,3.9,-3.9,2.75,0.44,-0.48,1201.0,5794.0,105.0,-117.0,1.225,0.194,-0.213,1
34.2685741,4.8251,0.0848,-0.0848,699.0,19.4,-19.4,2.44,0.11,-0.2,477.0,5083.0,83.0,-76.0,0.872,0.042,-0.072,1
2.484193,1.9728,0.0264,-0.0264,1.07,0.03,-0.03,14.235,0.538,-0.538,1710.0,6100.0,100.0,-100.0,1.26,0.04,-0.04,1
3.0876297,2.2386246,0.1153027,-0.1153027,40411.8142459,1363.5623,-1363.5623,13.9011294,0.6033183,-0.6033183,798.0423026,4105.0,171.0,-171.0,0.69386,0.169,-0.088,1
211.032819,7.119,0.14,-0.14,1950.0,31.5,-31.5,3.43,0.21,-0.13,215.0,4658.0,93.0,-93.0,0.686,0.042,-0.025,1
92.1950921,4.206,0.448,-0.448,3760.0,1.95018,-1.95018,18.9408,0.57,-0.43,308.0,5030.6,69.0,-69.0,3.0,0.169,-0.088,0
4.59489816,3.1381,0.0656,-0.0656,110.0,4.7,-4.7,1.85,0.32,-0.32,1319.0,6056.0,121.0,-133.0,1.381,0.24,-0.24,1
8.32651854,5.483,0.113,-0.113,268.0,11.1,-11.1,1.8,0.59,-0.2,938.0,6057.0,189.0,-210.0,1.0,0.33,-0.11,1
234.6631919,7.627,0.13,-0.132,244.0,20.8,-20.8,1.68,0.53,-0.2,328.0,6306.0,169.0,-225.0,1.076,0.335,-0.134,0
3.73090026,2.9095,0.0933,-0.0933,191.0,9.2,-9.2,1.48,0.22,-0.07,1128.0,5709.0,77.0,-85.0,0.95,0.142,-0.047,1
1.33259494,2.783,0.509,-0.509,92.7,14.8,-14.8,0.89,0.26,-0.09,1665.0,6063.0,163.0,-199.0,0.918,0.276,-0.092,0
25.83683127,6.32201,0.0026,-0.0026,145000.0,39.8,-39.8,50.72,13.4,-5.76,587.0,5691.0,152.0,-152.0,0.897,0.237,-0.102,0
1.67344228,2.125,0.278,-0.278,0.086,2096.429,-2096.429,3.22711,0.57,-0.43,1008.0,6115.49,164.3,-118.71,1.21742,0.069603,-0.057753,1
6.68851,3.24,0.216,-0.312,0.1042,0.0069,-0.0072,2.25,0.27,-0.47,1008.0,5762.0,152.0,-151.4,0.658,0.062,-0.098,1
2.858879267,2.3753,0.0827,-0.0827,645.0,20.4,-20.4,515.07,33.7,-202.0,3638.0,4893.0,71.0,-229.0,16.274,1.065,-6.391,0
4.292599454,4.73293,0.00256,-0.00256,140000.0,98.8,-98.8,64.04,18.8,-8.07,1319.0,6467.0,173.0,-211.0,1.174,0.345,-0.148,0
1.306220168,5.14519,0.00297,-0.00297,481000.0,228.0,-228.0,83.16,18.3,-22.4,2095.0,6600.0,178.0,-218.0,1.124,0.247,-0.302,0
7.8092052,3.393,0.534,-0.534,480.0,0.101394,-0.101394,2.70889,0.135045,-0.135045,1085.0,5906.9,108.1,-108.1,1.22,0.06,-0.06,1
2.178150857,1.931,0.102,-0.102,163.0,5.8,-5.8,1.11,0.27,-0.1,1282.0,5691.0,135.0,-152.0,0.836,0.207,-0.069,0
3.408833,3.163,0.004,-0.004,16032.0,28.2232,-28.2232,14.2632,0.763399,-0.763399,1430.0,6134.0,146.8,-146.8,1.11,0.06,-0.06,1
140.10765,18.503,0.333,-0.333,267.0,9.6,-9.6,3.42,0.57,-0.93,511.0,6207.0,112.0,-125.0,2.097,0.35,-0.569,1
28.6781,7.5816,0.2304,-0.2232,0.058,0.0054,-0.0043,4.03523305,0.30264248,-0.25780656,786.0,5700.0,140.0,-140.0,1.533,0.082,-0.074,1
4.5647147,13.395,0.63,-0.63,99.3,6.4,-6.4,1.04,0.31,-0.14,1131.0,5953.0,161.0,-179.0,0.99,0.3,-0.129,0
18.6052046,6.829,0.32,-0.32,243.0,21.0,-21.0,1.94,0.55,-0.27,833.0,6572.0,187.0,-258.0,1.238,0.35,-0.175,1
0.5109902,0.709,0.251,-0.251,2720.0,21.6493,-21.6493,9.54792,0.908174,-0.908174,2222.0,6095.0,126.0,-126.0,1.53,0.07,-0.07,0
15.6937855,5.149,0.339,-0.339,368.0,33.7,-33.7,1.99,0.75,-0.26,755.0,5868.0,179.0,-199.0,1.037,0.394,-0.135,0
37.0551726,5.439,0.16,-0.16,1030.0,47.5,-47.5,3.19,0.88,-0.29,498.0,5642.0,169.0,-169.0,0.846,0.233,-0.078,1
4.2914879,2.3462656,0.136603,-0.136603,19180.7233775,758.653,-758.653,9.3875781,0.6077101,-0.6077101,675.4063492,3937.0,157.0,-157.0,0.675707,0.0205381,-0.0205381,1
0.758354475,4.56811,0.00554,-0.00554,582000.0,489.0,-489.0,149.44,44.0,-40.0,3123.0,7131.0,200.0,-314.0,1.83,0.539,-0.49,0
2.050435466,8.0122,0.0227,-0.0227,7770.0,20.7,-20.7,34.84,6.5,-4.35,1278.0,5440.0,207.0,-189.0,0.825,0.154,-0.103,0
16.21774917,4.9274,0.0462,-0.0462,758.0,10.9,-10.9,2.22,0.59,-0.16,664.0,5837.0,158.0,-158.0,0.798,0.211,-0.056,1
8.6795072,3.628,0.846,-0.846,10160.0,17032.0,-17032.0,24.132,5.63409,-5.63409,1366.0,6057.0,140.2,-140.2,1.14,0.05,-0.05,0
180.890384,1.901,0.405,-0.405,205.0,39.2,-39.2,2.47,1.51,-0.54,480.0,7037.0,193.0,-277.0,1.683,1.029,-0.364,0
